�������1;date;full_text;link
Huawei Unveils Smart Fire Detection Solution Using 5G, AI and Drones;October 25, 2023;Huawei, in cooperation with startup company PROBOTEK, launched its early fire detection use case in Cyprus' capital Nicosia. ;https://www.microwavejournal.com/articles/41014-huawei-unveils-smart-fire-detection-solution-using-5g-ai-and-drones
5G Technology Market Size to Grow by $128.46B Between 2021 - 2026;October 24, 2023;The report, “5G Technology Market by Component, Application, and Geography - Forecast and Analysis 2023-2027,” from Technavio, offers an up-to-date analysis regarding the current market scenario, the latest trends and drivers and the overall market environment.;https://www.microwavejournal.com/articles/41008-5g-technology-market-size-to-grow-by-12846b-between-2021-2026
5GAA Publishes Comprehensive Guidance for Deployment of C-V2X Day 1 Safety Services;October 23, 2023;"A coalition of industry leaders has released a comprehensive guidance aimed at infrastructure owners and operators for the deployment of vehicle-to-everything (V2X) technology, specifically focused on C-V2X direct communication at 5.9 GHz in the U.S.
";https://www.microwavejournal.com/articles/41009-5gaa-publishes-comprehensive-guidance-for-deployment-of-c-v2x-day-1-safety-services
Anritsu and dSPACE to Showcase Digital Twin for Improved VRU Protection at 5GAA Meeting Week;October 20, 2023;Anritsu, in collaboration with dSPACE, has developed an advanced digital twin simulation environment designed to provide improved protection for vulnerable road users.;https://www.microwavejournal.com/articles/40993-anritsu-and-dspace-to-showcase-digital-twin-for-improved-vru-protection-at-5gaa-meeting-week
Anritsu Introduces Uplink Interference Solution for 5G and LTE Networks;October 18, 2023;Anritsu Company announces enhanced functionality to its Field Master™ spectrum analyzer LTE and 5G measurement options.;https://www.microwavejournal.com/articles/40986-anritsu-introduces-uplink-interference-solution-for-5g-and-lte-networks
DNB, TM and ZTE Collaborate on Fastest 28 Gbps 5G mmWave Live Trial;October 18, 2023;Digital Nasional Berhad (DNB), TM and ZTE Corporation have forged a strategic alliance to unveil the world's fastest 5G live trial which will deliver remarkable speeds up to 28 Gbps.;https://www.microwavejournal.com/articles/40979-dnb-tm-and-zte-collaborate-on-fastest-28-gbps-5g-mmwave-live-trial
Appalachian Wireless Selects Ericsson 5G;October 16, 2023;Ericsson announced that they have been chosen by Appalachian Wireless for a multi-year RAN modernization project to bring world-class 5G technologies to underserved communities in Appalachia. ;https://www.microwavejournal.com/articles/40972-appalachian-wireless-selects-ericsson-5g
5G Set to Surpass 4G LTE by Over Two Billion Connections in the First Decade;October 12, 2023;"5G isn’t just the fastest-growing generation of wireless cellular technology; it’s on course to become the most widely-adopted, exceeding 4G LTE by over 2.5 billion connections in 2028, according to 5G America and data from Omdia.";https://www.microwavejournal.com/articles/40963-5g-set-to-surpass-4g-lte-by-over-two-billion-connections-in-the-first-decade
Huawei and Industry Partners Set Sail for Global RedCap Commercial Release;October 12, 2023;"At the Global Mobile Broadband Forum (MBBF) 2023, Huawei and its industry partners released the latest commercial RedCap achievements, demonstrating that RedCap has entered large-scale commercial use worldwide.
";https://www.microwavejournal.com/articles/40955-huawei-and-industry-partners-set-sail-for-global-redcap-commercial-release
Microwave Technology Advances to Meet Rising Demand for 5G Wireless Backhaul;October 12, 2023;"The potential of E-Band to fulfill the backhaul capacity needs of most 5G deployments beyond 2030 is among the key topics of the Microwave Outlook 2023 report from Ericsson.
";https://www.microwavejournal.com/articles/40954-microwave-technology-advances-to-meet-rising-demand-for-5g-wireless-backhaul
Picocom Collaborates with Texas Instruments on 5G O-RAN Outdoor Radio Unit Reference Design;October 10, 2023;"Picocom announced that it has collaborated with Texas Instruments (TI) on a complete 5G Open RAN small cell radio unit reference design to help accelerate customers’ time-to-market. 
";https://www.microwavejournal.com/articles/40947-picocom-collaborates-with-texas-instruments-on-5g-o-ran-outdoor-radio-unit-reference-design
5G IoT Market Size to Grow by US$77.59B in 2022 - 2027, Growth Driven by Rising Adoption of 5G Technology;October 10, 2023;Technavio has announced its latest market research report titled Global 5G IoT Market 2023-2027.;https://www.microwavejournal.com/articles/40987-5g-iot-market-size-to-grow-by-us7759b-in-2022-2027-growth-driven-by-rising-adoption-of-5g-technology
Presto Engineering Collaborates with Nokia as Part of France 2030 Investment Plan;October 5, 2023;Presto Engineering announced its collaboration with Nokia for the industrialization of new equipment designed to build the foundations of the next generation of microwave links as part of the DIMIT project, supported by the French Public Investment Bank (BPI).;https://www.microwavejournal.com/articles/40929-presto-engineering-announces-its-collaboration-with-nokia-as-part-of-france-2030-investment-plan
VIAVI Launches NITRO® Wireless;October 4, 2023;Viavi Solutions Inc. announced the availability of NITRO® Wireless, a portfolio of solutions enabling all participants in the ecosystem to accelerate technology development by validating performance at each stage. ;https://www.microwavejournal.com/articles/40917-viavi-launches-nitro-wireless
Ericsson ConsumerLab Report Highlights Differentiated 5G Connectivity Opportunity for CSPs;October 4, 2023;One-in-five 5G smartphone users seeking differentiated 5G service experiences, such as quality of service, for demanding applications are willing to pay CSPs a premium of up to 11 percent to enjoy the value-added connectivity, new research from Ericsson ConsumerLab reveals.;https://www.microwavejournal.com/articles/40916-ericsson-consumerlab-report-highlights-differentiated-5g-connectivity-opportunity-for-csps
Keysight and Ettifos Successfully Conduct 3GPP Release 16 Sidelink Radio Conformance Test;September 28, 2023;Keysight Technologies, Inc. and Ettifos have successfully conducted a 3GPP Rel-16 Sidelink radio conformance test between the Ettifos SIRIUS 5G-V2X sidelink platform and Keysight's advanced test equipment, paving the way for 5G-V2X advancements.   ;https://www.microwavejournal.com/articles/40891-keysight-and-ettifos-successfully-conduct-3gpp-release-16-sidelink-radio-conformance-test
AIS, ZTE and MediaTek First Verified 5G RedCap at 2.6 GHz in Southeast Asia;September 28, 2023;"ZTE Corporation, together with Thailand's mobile operator Advanced Info Service (AIS) and MediaTek, accomplished the first collaborative validation of 5G RedCap at 2.6 GHz in Southeast Asia. 
";https://www.microwavejournal.com/articles/40890-ais-zte-and-mediatek-first-verified-5g-redcap-at-26-ghz-in-southeast-asia
5G Network Security Market to Reach US$21 Billion by 2027, According to ABI Research;September 28, 2023;According to ABI Research, growing demand for secure software and services targeted at the enterprise space will drive the 5G network security market to US$21 billion by 2027.;https://www.microwavejournal.com/articles/40892-5g-network-security-market-to-reach-us21-billion-by-2027-according-to-abi-research
China Telecom, ZTE and SpaceIoT Complete Industry's First 5G NTN Deployment in Marine Scenario;September 27, 2023;ZTE Corporation completed the 5G non-ground network (NTN) deployment for the industry's first marine scenario in Zhoushan, Zhejiang province, in collaboration with China Telecom Zhejiang Co., Ltd., China Telecom Satellite Communications Co., Ltd., China Telecom R&D Institute and SpaceIoT.;https://www.microwavejournal.com/articles/40881-china-telecom-zte-and-spaceiot-complete-industrys-first-5g-ntn-deployment-in-marine-scenario
Anokiwave Whitepaper: Revolutionizing the mmWave 5G Business Case;September 26, 2023;Anokiwave’s latest whitepaper provides an overview of the state of mmWave 5G as it exists today, followed by an analysis of how Anokiwave has taken the mmWave 5G business case discussion from a typical small-scale deployment to an accessible technology for mass scale deployment.;https://www.microwavejournal.com/articles/40870-anokiwave-whitepaper-revolutionizing-the-mmwave-5g-business-case
MatSing Launches New 3-Beam Panel Lens Antennas ;September 25, 2023;MatSing announced general availability of its new 3-beam MBA product set designed to address capacity issues, while maximizing spectrum utilization.;https://www.microwavejournal.com/articles/40868-matsing-launches-new-3-beam-panel-lens-antennas-providing-3x-capacity-augmentation
GSA Releases Private Mobile Networks – Market Status Update Report;September 25, 2023;"The new report from the GSA’s Private Mobile Networks Special Interest Group —
which also announced the addition of major industry associations including 5G-ACIA and OnGo Alliance to its membership —
 reveals a strong, positive correlation between the number of private mobile network references and countries with dedicated spectrum.";https://www.microwavejournal.com/articles/40867-gsa-releases-private-mobile-networks-market-status-update-report
Three Airfast Power Amplifier Modules;September 21, 2023;Richardson RFPD, Inc. announced the availability and full design support capabilities for three new Airfast power amplifier modules from NXP Semiconductors.;https://www.microwavejournal.com/articles/40858-richardson-rfpd-introduces-new-top-side-cooling-power-amplifier-modules-for-5g-radios-from-nxp
Optical Zonu Launches Third-Gen. ZONUConnect Base Station to DAS Fiber-Optic Transport System;September 19, 2023;"Optical Zonu Corporation announced the launch of ZONUConnect 3.0, the next generation of its popular fiber-optic transport system connecting multi-sector BTS and DAS for distances of 300 ft. to 16 miles. 
";https://www.microwavejournal.com/articles/40850-optical-zonu-launches-third-gen-zonuconnect-base-station-to-das-fiber-optic-transport-system
Mitsubishi Electric to Ship Samples of GaN PA Module for 5G mMIMO Base Stations;September 18, 2023;Mitsubishi Electric Corporation announced that it will begin shipping samples of a new GaN power amplifier module for use in 5G massive MIMO base stations.;https://www.microwavejournal.com/articles/40849-mitsubishi-electric-to-ship-samples-of-gan-pa-module-for-5g-mmimo-base-stations
Drive and Walk Testing using Ultra-Portable Equipment from GL;September 15, 2023;GL Communications Inc. addressed the press regarding their Drive and Walk Testing solution using GL’s vMobile™ equipment.;https://www.microwavejournal.com/articles/40842-drive-and-walk-testing-using-ultra-portable-equipment-from-gl
The Next Era of Wireless Cellular Research Continues to Unfold;September 13, 2023;"5G Americas white paper, ""The State of Mobile Network Evolution,"" provides updates on global initiatives and advances in next generation wireless technologies such as full duplex, JCAS and intelligent surfaces.";https://www.microwavejournal.com/articles/40828-the-next-era-of-wireless-cellular-research-continues-to-unfold
